,Year,Rank,Song,Artist
1010,2016,11,Cheap Thrills,Sia Featuring Sean Paul
1011,2016,12,7 Years,Lukas Graham
1012,2016,13,Needed Me,Rihanna
1013,2016,14,My House,Flo Rida
1014,2016,15,I Took A Pill In Ibiza,Mike Posner
1015,2016,16,Work From Home,Fifth Harmony Featuring Ty Dolla $ign
1016,2016,17,This Is What You Came For,Calvin Harris Featuring Rihanna
1017,2016,18,Cake By The Ocean,DNCE
1018,2016,19,"Me, Myself & I",G-Eazy x Bebe Rexha
1019,2016,20,Ride,twenty one pilots
1020,2016,21,Heathens,twenty one pilots
1021,2016,22,Pillowtalk,Zayn
1022,2016,23,Stitches,Shawn Mendes
1023,2016,24,Hotline Bling,Drake
1024,2016,25,Cold Water,Major Lazer Featuring Justin Bieber & MO
1025,2016,26,Send My Love (To Your New Lover),Adele
1026,2016,27,Roses,The Chainsmokers Featuring Rozes
1027,2016,28,Treat You Better,Shawn Mendes
1028,2016,29,Too Good,Drake Featuring Rihanna
1029,2016,30,Low Life,Future Featuring The Weeknd
1030,2016,31,What Do You Mean?,Justin Bieber
1031,2016,32,The Hills,The Weeknd
1032,2016,33,Just Like Fire,P!nk
1033,2016,34,Broccoli,D.R.A.M. Featuring Lil Yachty
1034,2016,35,Don't,Bryson Tiller
1035,2016,36,Dangerous Woman,Ariana Grande
1036,2016,37,Jumpman,Drake & Future
1037,2016,38,I Hate U I Love U,gnash Featuring Olivia O'Brien
1038,2016,39,Here,Alessia Cara
1039,2016,40,Same Old Love,Selena Gomez
1040,2016,41,Controlla,Drake
1041,2016,42,Like I'm Gonna Lose You,Meghan Trainor Featuring John Legend
1042,2016,43,One Call Away,Charlie Puth
1043,2016,44,Let It Go,James Bay
1044,2016,45,No,Meghan Trainor
1045,2016,46,Never Forget You,Zara Larsson & MNEK
1046,2016,47,Let Me Love You,DJ Snake Featuring Justin Bieber
1047,2016,48,Don't Mind,Kent Jones
1048,2016,49,H.O.L.Y.,Florida Georgia Line
1049,2016,50,We Don't Talk Anymore,Charlie Puth Featuring Selena Gomez
1050,2016,51,Into You,Ariana Grande
1051,2016,52,Gold,Kiiara
1052,2016,53,Exchange,Bryson Tiller
1053,2016,54,679,Fetty Wap Featuring Remy Boyz
1054,2016,55,Oui,Jeremih
1055,2016,56,Hands To Myself,Selena Gomez
1056,2016,57,2 Phones,Kevin Gates
1057,2016,58,Starboy,The Weeknd Featuring Daft Punk
1058,2016,59,For Free,DJ Khaled Featuring Drake
1059,2016,60,Never Be Like You,Flume Featuring Kai
1060,2016,61,In The Night,The Weeknd
1061,2016,62,Me Too,Meghan Trainor
1062,2016,63,Ex's & Oh's,Elle King
1063,2016,64,Die A Happy Man,Thomas Rhett
1064,2016,65,White Iverson,Post Malone
1065,2016,66,Close,Nick Jonas Featuring Tove Lo
1066,2016,67,Unsteady,X Ambassadors
1067,2016,68,Sucker For Pain,"Lil Wayne, Wiz Khalifa & Imagine Dragons With Logic & Ty Dolla $ign Feat. X Ambassadors"
1068,2016,69,Down In The DM,Yo Gotti Featuring Nicki Minaj
1069,2016,70,Luv,Tory Lanez
1070,2016,71,Sorry,Beyonce
1071,2016,72,Can't Feel My Face,The Weeknd
1072,2016,73,Hymn For The Weekend,Coldplay
1073,2016,74,Say It,Tory Lanez
1074,2016,75,Antidote,Travis Scott
1075,2016,76,Lost Boy,Ruth B
1076,2016,77,Side To Side,Ariana Grande Featuring Nicki Minaj
1077,2016,78,"Sit Still, Look Pretty",Daya
1078,2016,79,Wildest Dreams,Taylor Swift
1079,2016,80,Middle,DJ Snake Featuring Bipolar Sunshine
1080,2016,81,On My Mind,Ellie Goulding
1081,2016,82,Pop Style,Drake Featuring The Throne
1082,2016,83,When We Were Young,Adele
1083,2016,84,Hide Away,Daya
1084,2016,85,Lean On,Major Lazer & DJ Snake Featuring MO
1085,2016,86,I Know What You Did Last Summer,Shawn Mendes & Camila Cabello
1086,2016,87,All the Way Up,Fat Joe and Remy Ma featuring French Montana and Infared
1087,2016,88,Watch Me,Silento
1088,2016,89,Back To Sleep,Chris Brown
1089,2016,90,No Limit,Usher Featuring Young Thug
1090,2016,91,Cut It,O.T. Genasis Featuring Young Dolph
1091,2016,92,Really Really,Kevin Gates
1092,2016,93,All In My Head (Flex),Fifth Harmony Featuring Fetty Wap
1093,2016,94,Starving,Hailee Steinfeld & Grey Featuring Zedd
1094,2016,95,Adventure Of A Lifetime,Coldplay
1095,2016,96,Humble And Kind,Tim McGraw
1096,2016,97,Wicked,Future
1097,2016,98,Tiimmy Turner,Desiigner
1098,2016,99,See You Again,Wiz Khalifa Featuring Charlie Puth
1099,2016,100,Perfect,One Direction
1100,2017,1,Shape Of You,Ed Sheeran
1101,2017,2,Despacito,Luis Fonsi & Daddy Yankee Featuring Justin Bieber
1102,2017,3,That's What I Like,Bruno Mars
1103,2017,4,Humble.,Kendrick Lamar
1104,2017,5,Something Just Like This,The Chainsmokers & Coldplay
1105,2017,6,Bad And Boujee,Migos Featuring Lil Uzi Vert
1106,2017,7,Closer,The Chainsmokers Featuring Halsey
1107,2017,8,Body Like A Back Road,Sam Hunt
1108,2017,9,Believer,Imagine Dragons
1109,2017,10,Congratulations,Post Malone Featuring Quavo
1110,2017,11,Say You Won't Let Go,James Arthur
1111,2017,12,I'm The One,"DJ Khaled Featuring Justin Bieber, Quavo, Chance The Rapper & Lil Wayne"
1112,2017,13,XO TOUR Llif3,Lil Uzi Vert
1113,2017,14,Mask Off,Future
1114,2017,15,Unforgettable,French Montana Featuring Swae Lee
1115,2017,16,24K Magic,Bruno Mars
1116,2017,17,Stay,Zedd & Alessia Cara
1117,2017,18,Wild Thoughts,DJ Khaled Featuring Rihanna & Bryson Tiller
1118,2017,19,Black Beatles,Rae Sremmurd Featuring Gucci Mane
1119,2017,20,Starboy,The Weeknd Featuring Daft Punk
1120,2017,21,Location,Khalid
1121,2017,22,Attention,Charlie Puth
1122,2017,23,There's Nothing Holdin' Me Back,Shawn Mendes
1123,2017,24,Bodak Yellow (Money Moves),Cardi B
1124,2017,25,Redbone,Childish Gambino
1125,2017,26,I Don't Wanna Live Forever (Fifty Shades Darker),Zayn / Taylor Swift
1126,2017,27,It Ain't Me,Kygo x Selena Gomez
1127,2017,28,iSpy,KYLE Featuring Lil Yachty
1128,2017,29,Issues,Julia Michaels
1129,2017,30,Scars To Your Beautiful,Alessia Cara
1130,2017,31,1-800-273-8255,Logic Featuring Alessia Cara & Khalid
1131,2017,32,Slow Hands,Niall Horan
1132,2017,33,Love On The Brain,Rihanna
1133,2017,34,I Feel It Coming,The Weeknd Featuring Daft Punk
1134,2017,35,Bounce Back,Big Sean
1135,2017,36,Strip That Down,Liam Payne Featuring Quavo
1136,2017,37,Fake Love,Drake
1137,2017,38,Don't Wanna Know,Maroon 5 Featuring Kendrick Lamar
1138,2017,39,Look What You Made Me Do,Taylor Swift
1139,2017,40,Castle On The Hill,Ed Sheeran
1140,2017,41,Bad Things,Machine Gun Kelly x Camila Cabello
1141,2017,42,Paris,The Chainsmokers
1142,2017,43,Side To Side,Ariana Grande Featuring Nicki Minaj
1143,2017,44,Rockabye,Clean Bandit Featuring Sean Paul & Anne-Marie
1144,2017,45,Feel It Still,Portugal. The Man
1145,2017,46,Let Me Love You,DJ Snake Featuring Justin Bieber
1146,2017,47,Sorry Not Sorry,Demi Lovato
1147,2017,48,Bank Account,21 Savage
1148,2017,49,Can't Stop The Feeling!,Justin Timberlake
1149,2017,50,Mi Gente,J Balvin & Willy William Featuring Beyonce
1150,2017,51,Thunder,Imagine Dragons
1151,2017,52,T-Shirt,Migos
1152,2017,53,Rake It Up,Yo Gotti Featuring Nicki Minaj
1153,2017,54,Mercy,Shawn Mendes
1154,2017,55,Tunnel Vision,Kodak Black
1155,2017,56,Rockstar,Post Malone Featuring 21 Savage
1156,2017,57,In Case You Didn't Know,Brett Young
1157,2017,58,Heathens,twenty one pilots
1158,2017,59,Now Or Never,Halsey
1159,2017,60,Caroline,Amine
1160,2017,61,Rolex,Ayo & Teo
1161,2017,62,DNA.,Kendrick Lamar
1162,2017,63,Juju On That Beat (TZ Anthem),Zay Hilfigerrr & Zayion McCall
1163,2017,64,Swang,Rae Sremmurd
1164,2017,65,Passionfruit,Drake
1165,2017,66,Loyalty.,Kendrick Lamar Featuring Rihanna
1166,2017,67,Praying,Kesha
1167,2017,68,Goosebumps,Travis Scott
1168,2017,69,Cold,Maroon 5 Featuring Future
1169,2017,70,Broccoli,D.R.A.M. Featuring Lil Yachty
1170,2017,71,Slide,Calvin Harris Featuring Frank Ocean & Migos
1171,2017,72,What Ifs,Kane Brown Featuring Lauren Alaina
1172,2017,73,Chained To The Rhythm,Katy Perry Featuring Skip Marley
1173,2017,74,Feels,"Calvin Harris Featuring Pharrell Williams, Katy Perry & Big Sean"
1174,2017,75,All Time Low,Jon Bellion
1175,2017,76,Hurricane,Luke Combs
