,Song & Artist,Lyrics,Word Count
85,"(""I'm Upset"", 'Drake')","I'm working on dying I'm upset Fifty thousand on my head, it's disrespect So offended that I had to double check I'ma always take the money over sex That's why they need me out the way, what you expect? Got a lot of blood and it's cold They keep tryna get me for my soul Thankful for the women that I know Can't go fifty-fifty with no ho Every month I'm supposed to pay her bills and get her what she want I still got like seven years of doin' what I want My dad still got child support from 1991 (One, one, one) Outta town, people love to pop a lot of shit then come around Word to Flacko Jodye, he done seen us put it down Niggas askin' if I'm cool I'm upset ('Set, 'set) Hunnid thousand on my head, it's disrespect (Disrespect) So offended that I had to double check You tryna check? This is real life, niggas think we playin' chess So what's next? Jump up out the bed like I'm possessed I go out on tour and I say I'm drinkin' less End up gettin' loose and gettin' pictures from my ex (Ex, ex, ex, ex) SMS, triple X That's the only time I ever shoot below the neck (Skrr) Why you keep on shootin' if you know that nigga dead? (Skrr) That's the only kind of shit that gets you some respect Got a lot of blood and it's cold They keep tryna get me for my soul (For my soul) Thankful for the women that I know Can't go fifty-fifty with no ho (Ayy, ayy) Every month She don't even love me, she just puttin' on a front (Front) She gon' try and settle outta court and make a run Then gon' ask me how I'm doin'? I'm upset ('Set, 'set) Half a million on my head I can accept, yeah 'Least it makes me feel like someone tried their best, yeah Want to waste a half a million, be my guest Made me wanna buy a vest and a TEC (Skrr) But I'm blessed, I just checked (Checked, checked) Hate me, never met me in the flesh (Flesh) Said she's got some things she gotta come here and collect That shit is in a box to the left, to the left (Left, left, left) Got a lot of blood and it's cold They keep tryna get me for my soul (For my soul) Thankful for the women that I know (That I know) Can't go fifty-fifty with no ho",427
86,"('Get Along', 'Kenny Chesney')","Met a man wearin' a T-shirt, says ""Virginia is for lovers"" Had a Bible in his left hand and a bottle in the other He said ""All you're really given is the sunshine and your name"" We both started laughin' when the sky started to rain Get along, on down the road We've got a long long way to go Scared to live, scared to die We ain't perfect but we try Get along while we can Always give love the upper hand Paint a wall, learn to dance Call your mom, buy a boat Drink a beer, sing a song Make a friend, can't we all get along Saw a model on a billboard, 1-800 get to know me Wondered was she Photoshopped, or were her eyes really that lonely? Did she leave her hometown thinkin' she'd end up in L.A.? Did she break down in the desert and get stuck beside the highway? Get along, on down the road We've got a long long way to go Scared to live, scared to die We ain't perfect but we try Get along while we can Always give love the upper hand Paint a wall, learn to dance Call your mom, buy a boat Drink a beer, sing a song Make a friend, can't we all get along You'll find out when you die the keys to Heaven can't be bought We still don't know what love is but we sure know what it's not Sometimes you got to Get along, on down the road We've got a long long way to go Scared to live, scared to die We ain't perfect but we try Get along while we can Always give love the upper hand Paint a wall, learn to dance Call your mom, buy a boat Drink a beer, sing a song Make a friend, can't we all get alongYou might also like",315
87,"('Moonlight', 'XXXTENTACION')","Spotlight, uh, moonlight, uh Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, uh, moonlight Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind Feel like I'm destined I don't need no Smith & Wesson, no Boy, who you testin'? Fuck a Scantron, here's your lesson, oh Knife in intestine Takin' shots at all your brethren, no Feel like I'm damaged Girl I know you fucking planned this All alone, call my phone, make me feel right Girl you know when you call, make me feel right All alone, call my phone, make me feel right Girl you know when you call, make me feel right Spotlight, uh, moonlight, uh Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, uh, moonlight Nigga, why you trippin'? Get your mood right, uh Shawty look good in the moonlight All these pussy niggas so bad mind Spotlight, moonlight Nigga, why you trippin'? Get your mood right Shawty look good in the moonlight All these pussy niggas so bad mindYou might also like",279
88,"('What Lovers Do', 'Maroon 5 Featuring SZA')","Say say say, hey hey now, baby Oh mama, don't play now, baby Say say say, hey hey now, baby Said let's get one thing straight now, baby Tell me, tell me if you love me or not Love me or not, love me or not I'll bet the house on you, am I lucky or not Lucky or not, lucky or not? You gotta tell me if you love me or not Love me or not, love me or not Been wishin' for you, am I lucky or not Lucky or not, lucky or not? Been wishin' for you Ooh, ooh Tryna do what lovers do, ooh Been wishin' for you Ooh, ooh Tryna do what lovers do, ooh Say say say, hey hey now, baby You gon' make me hit you with that laydown, baby (Oh) Oh, say say say, hey hey now, baby You know what I need, out the gate now, baby (Oh, oh) Tell me, tell me if you love me or not Love me or not, love me or not (Na-na-na) I'll bet the house on you, am I lucky or not Lucky or not, lucky or not? (Na-na) You gotta tell me if you love me or not Love me or not, love me or not (Oh yeah) Been wishin' for you, am I lucky or not Lucky or not, lucky or not? Been wishin' for you Ooh, ooh Tryna do what lovers do, ooh Been wishin' for you (Wishin') Ooh, ooh Tryna do what lovers do, ooh (Hey yeah) What lovers do (Oh, oh-oh) What lovers do (Mmm, na-na-na, hey yeah) What lovers do (Oh, mmm, na-na-na, oh-oh, yeah) Aren't we too grown for games? Aren't we too grown to play around? Young enough to chase But old enough to know better Are we too grown for changin'? Are we too grown to mess around? Yeah Ooh, and I can't wait forever, baby Both of us should know better Been wishin' for you Ooh, ooh Tryna do what lovers do, ooh Been wishin' for you Ooh, ooh Tryna do what lovers do, ooh Been wishin' for you (You, oh yeah) Ooh, ooh (Ooh) Tryna do what lovers do, ooh (Tryna do what lovers do) Been wishin' for you (Been wishin' for love) Ooh, ooh Tryna do what lovers do, ooh (Do, ah) Been wishin' for you (Tryna do) Ooh, ooh Tryna do what lovers do, ooh",404
89,"('X', 'Nicky Jam x J Balvin')","Aquel día te vi y tu energía sentí Desde eso no te quiero lejos de mí (Lejos de mí) Sé que no sabes de mí (De mí) Y no te puedo mentir Lo que dicen en la calle sobre mí (Sobre mí) Y no te voy a negar Estamos claro' y ya (Y ya, y ya) No te lo voy a negar (Jaja, no te lo puedo negar) Estamos claro' y ya (Jaja, que estamos claro', que estamos claro') Sólo deja que yo te agarre, baby Besos en el cuello pa' calmar la sed Mi mano en tu cadera pa' empezar como e' No le vamo' a bajar más nunca, mamá (No) Plakata, plakata Como ella lo mueve, sin para', sin para' Las ganas de comerte, ahora son más fuerte' Quiero tenerte Y no te voy a negar (Vente pa' 'cá) Estamos claro‘ y ya No te lo voy a negar Estamos claro’ y ya Lo que he visto de ti, mami, no me es normal (Normal) Pero no te preocupes que soy anormal (-normal) Sé que a tus amigas no les debo gustar, eh Pero ve y cuéntale' parte por parte Como tenemos sex y te quito el estrés Dale otra vez Y no te voy a negar (Voy a negar, voy a negar) Estamos claro’ y ya (Y ya, y ya) No te lo voy a negar (A negar, negar) Estamos claro’ y ya (Y ya, y ya) Plakata, plakata Como ella lo mueve, sin para', sin para' Las ganas de comerte ahora son más fuerte' Quiero tenerte Y no te voy a negar (Ah, ah) N-I-C-K (Ba-Ba-Ba-Ba-Baila, plakata, plakata) J Balvin, man (Como ella lo mueve, sin para', sin para') Nicky-Nicky-Nicky Jam (Jajaja) La Industria Inc J Balvin No voy a hablar mucho Deja que el beat siga r-r-r-rompiendo ¡Yeah! (Yeah) ¡Wuh! (Wuh, wuh)",307
90,"('Outside Today', 'YoungBoy Never Broke Again')","Yeah, I ain't going outside today Yeah, pour me up DMac got me too bangin' (Slatt) Tryna hide from the camera, I ain't goin' outside today Couldn't find Hi-Tec, so I'm drinkin' on Act' today I'ma pull up in style, we gon' do a drive by in the Wraith I'ma take it to trial, pray to Lord I beat the case That money be callin' I don't do no talkin', so get the fuck outta my face Got a TEC and a chopper With a hundred thousand dollars up in the Wraith You know I ain't slippin', you know that I'm with it I'll shoot him right up in his face Three say that I'm trippin', you know that I'm drippin' I'm wrapped in Saran today I just bought a brand new watch from Goyard, I ain't put it on yet I don't care 'bout no bitch, I ain't giving her shit Spend it all on my homies I go put on my son, from my car to my house Everything, I own it When it come to that money you know I ain't stuntin' I be on it I just got a pet monkey, cashed out on a tiger But really don't want it, my son don't like him He say that we beefin', you know I won't fight him My clip full of thunder, you know that I'll strike 'em Wanna join NBA, go and catch you a body Free Kevin Gates, it's a murder for hire Double G gang on the front of my title Got rid of my Glock and I bought me a rifle Tryna hide from the camera, I ain't goin' outside today Couldn't find Hi-Tec, so I'm drinkin' on Act' today I'ma pull up in style, we gon' do a drive by in the Wraith I'ma take it to trial, pray to Lord I beat the case I jump out at your house, I ain't shootin' from the corner Been bought me a bitch but I really don't want her I don't do no cappin', I keep it one hunnid Right now I'm recordin' with ten thousand on me He say he want smoke but I know he don't want it Shoot him and his bitch and I up on his homie You know how I'm feelin', I don't got to say it Face every problem all by my lonely Tryna hide from the camera, I ain't goin' outside today Couldn't find Hi-Tec, so I'm drinkin' on Act' today I'ma pull up in style, we gon' do a drive by in the Wraith I'ma take it to trial, pray to Lord I beat the case",442
91,"('Trip', 'Ella Mai')","Ooh, yeah, yeah I put my feelings on safety So I don't go shootin' where your heart be 'Cause you take the bullet tryna save me Then I'm left to deal with makin' you bleed And that's a whole lotta love, ain't tryna waste it Like we be runnin' a mile to never make it That's just too bitter for worse, don't wanna taste it That's just too bitter for worse, don't wanna face it But I think that I'm done trippin', I'm trip-trippin' I've been sippin', that's how I control This feelin', you keep givin' You keep on hittin' it, ooh, oh Maybe it's your love, it's too good to be true Baby boy, your love, got me trippin' on you You know your love is big enough, make me trip up on you Yeah, it's big enough, got me trippin' on you, trip-trippin' on you My bad, my bad for, trippin' on you (Trippin' on you) My bad, my bad for, trippin' on you (Trippin' on you) Boy, you know we cool when I ain't waitin' But I act a fool when I don't get it And I'm steady bruisin' just to save this But I tripped on your love, now I'm addicted And that's a whole lotta love, ain't tryna waste it Like we be runnin' a mile to never make it That's just too bitter for worse, don't wanna taste it That's just too bitter for worse, don't wanna face it But I think that I'm done trippin', I'm trip-trippin' I've been sippin', that's how I control This feelin', you keep givin' You keep on hittin' it, ooh, oh Maybe it's your love, it's too good to be true Baby boy, your love, got me trippin' on you You know your love is big enough, make me trip up on you Yeah, it's big enough, got me trippin' on you, trip-trippin' on you My bad, my bad for, trippin' on you (Trippin' on you, trippin' on you) My bad, my bad for, trippin' on you (Trippin' on you, trippin' on you) That's some kind of love, baby (Drip, drip) That's the type of love, make me (Trip, trip, trippin' on you) It's big enough, make me (Drip, drip) It's big enough, got me (Trip, trip, trippin' on you) I'm done trippin', I'm trip-trippin' I've been sippin', that's how I control This feelin', you keep givin' You keep on hittin' it, ooh, oh Maybe it's your love, it's too good to be true Baby boy, your love, got me trippin' on you You know your love is big enough, make me trip up on you Yeah, it's big enough, got me trippin' on you, trip-trippin' on you My bad, my bad for, trippin' on you (My bad, my bad, my bad, trippin' on you, yeah) My bad, my bad for, trippin' on you (Trippin' on you, trippin' on you, baby) My bad, my bad for, trippin' on you (Trippin' on you) Said I admit I was wrong when I did it My bad, my bad, my bad for, trippin' on you (Trippin' on you, trippin' on you) Trippin' on you, yeah, yeah Ooh, yeah, yeah",528
92,"('Dura', 'Daddy Yankee')","(Me gusta mi reggae) (E-E-E-E-Evo Jedis) Cuando yo la vi Dije, ""Si esa mujer fuera para mí"" Perdóname, te lo tenía que decir 'Tás dura, dura Dura, dura, dura Que estás dura, mano arriba porque tú te ves bien 'Tás dura, mamacita, te fuiste de nivel Dura, mira como brilla tu piel 'Tás dura, dímelo, dímelo, ¿cómo es que e'? 'Tás dura, yo te doy un veinte de diez 'Tás dura, dura, dura Tú eres la máquina, la máquina de baile Si no tiene' a nadie vente pa' mi' brazos, caile Ese perfume se siente en el aire Algo como Argentina, tú me traes los Buenos Aires 'Tá poderosa, media escandalosa Habrán muchas mujeres pero tú eres otra cosa Si fuera un delito eso de que estás hermosa Te arresto en mi cama y te pongo las esposas Tienes el toque, toque, toque Miren el material, edición especial Tienes el toque, toque, toque Perdóname, te lo tenía que decir 'Tás dura, dura Dura, dura, dura Que estás dura, mano arriba porque tú te ves bien 'Tás dura, mamacita, te fuiste de nivel Dura, mira como brilla tu piel 'Tás dura, dímelo, dímelo, ¿cómo es que e'? 'Tás dura, yo te doy un veinte de diez 'Tás dura, dura, dura Me gusta como mueve ese ram-pam-pam Mi mente maquineando en un plan-plan-plan Si me deja, en esa curva le doy pam-pam Cuál es tu receta no sé, 'tás pa' comerte bien Me gusta como mueve ese ram-pam-pam Mi mente maquineando en un plan-plan-plan Si me deja, en esa curva le doy pam-pam Tu belleza retumba, las otras pa' la tumba Uno, dos y tres, vamo' a darle, la envidia que se calle Saludos a to'as las nenas que paralizan la calle ¿Cómo tú te llamas? ¿de dónde tú eres? Dame el número pa' entrar contigo en detalles Y tienes el toque, toque, toque Pareces una estrella formando el alboroto Tienes el toque, toque, toque Se cae el internet cuando subes una foto Cuando yo la vi (Dímelo, baby girl) Dije: ""Si esa mujer fuera para mí"" (Pa' mí esa baby) Perdóname, te lo tenía que decir 'Tás dura, dura Dura, dura, dura Que estás dura, mano arriba porque tú te ves bien 'Tás dura, mamacita, te fuiste de nivel Dura, mira como brilla tu piel 'Tás dura, dímelo, dímelo, ¿cómo es que e'? 'Tás dura, yo te doy un veinte de diez 'Tás dura, dura, dura Tú tienes el size, otra como tú mami no hay Pégate, dale boom bye bye Que tú tienes el size, otra como tú mami no hay Pégate, dale boom bye bye Que tú tienes el size, otra como tú mami no hay Pégate, dale boom bye bye Que tú tienes el size, otra como tú mami no hay Pégate, dale boom bye bye, yep, yeah Retumbando las bocinas de seguro Dirili-Daddy Yankee y el Disco Duro Urba & Rome Que pa' esta liga no se asomen Dura, dura, dura (Evo Jedis)",496
93,"('Changes', 'XXXTENTACION')","Mmm, baby, I don't understand this You're changing, I can't stand it My heart can't take this damage And the way I feel, can't stand it Mmm, baby, I don't understand this You're changing, I can't stand it My heart can't take this damage And the way I feel, can't stand it Mmm, baby, I don't understand it Girl, you're makin' it hard for me Girl, you're makin' it hard for me Girl, you're makin' it hard for me Mmm, ohh Girl, you're makin' it hard for me Girl, you're makin' it hard for me Girl, you're makin' it hard for me Mmm, baby, I don't understand this You're changing, I can't stand it My heart can't take this damage And the way I feel, can't stand it Mmm, baby, I don't understand this You're changing, I can't stand it My heart can't take this damage And the way I feel, can't stand it Mmm, baby, I don't understand this You're changing, I can't stand it My heart can't take this damage And the way I feel, can't stand it Mmm, baby, I don't understand itYou might also like",189
94,"('Mercy', 'Brett Young')","Why you gotta show up lookin' so good just to hurt me? Why you wanna stop this whole damn world from turning? Why you hanging on so tight if this ain't working? Why you wanna stop this flame if it's still burning? Cause it's still burning So if you're gonna break my heart, just break it And if you're gonna take your shot, then take it Take it If you made up your mind, then make it But make this fast If you ever loved me Have mercy If you go out tonight and get drunk and lonely Wind up home alone please don't call me And say you miss me, no So if you're gonna break my heart, just break it And if you're gonna take your shot, then take it Take it If you made up your mind, then make it But make this fast If you ever loved me Have mercy Oh have mercy If you're gonna break my heart, just break it If you're gonna take your shot, take it Take it Oh if you're gonna break my heart, just break it And if you're gonna take your shot, then take it Take it If you made up your mind, then make it But make this fast If you ever loved me Mmmh if you ever loved me Have mercy Oh have mercy Oh have mercy Have mercySee Brett Young LiveGet tickets as low as $",240
95,"('One Number Away', 'Luke Combs')","Are you sitting at home, all alone, trying to fall asleep? Are you staring a hole through your phone, praying that it rings? Are you watching a movie that you've seen a thousand times? Or maybe playing some Mayer, getting lost in your favorite lines Well, if you're anything like me You just might be doing whatever it takes To drown out the noise But I just wanna hear your voice I’m one number away From calling to you I said I was through But I'm dying, inside Got my head in a mess Girl, I confess I lied when I said ""I'm leaving and not coming back"" Might be the whiskey or the midnight rain But everywhere I go, I see your face In my brain, dial it up, everything I wanna say But I'm still one number away Are you stuck at a red light with a Marlboro Light on your lips? Does the smoke in your mirror get clearer without my kiss? Are you changing the station replacing our favorite songs? Well maybe it's a mistake, hit the brakes on the moving on Well, if you're anything like me You just might be doing whatever it takes To outrun the storm But I'm almost out that door And I'm one number away From calling to you I said I was through But I'm dying, inside Got my head in a mess Girl, I confess I lied when I said ""I'm leaving and not coming back"" Might be the whiskey or the midnight rain But everywhere I go, I see your face In my brain, dial it up, everything I wanna say But I'm still one number away Will you pick up when I call? Or just forget we loved at all We don't have to talk I just wanna hear your voice And I'm one number away From calling you I said I was through But I'm dying, inside Got my head in a mess Girl, I confess I lied when I said ""I'm leaving and not coming back"" Might be the whiskey or the midnight rain But everywhere I go, I see your face In my brain, dial it up, everything I wanna say But I'm still one number away Away, away Yeah I'm still one number away",382
96,"('Powerglide', 'Rae Sremmurd & Juicy J')","Yeah, yeah, yeah Mike WiLL Made-It Yeah, yeah, yeah Mally Mall Oh, oh, oh Oh, oh Ear Drummers Yeah, ho What's in ya' mug? Toasted up, nah, I ain't hostin' Kush all in my lap because these hoes don't wanna roll it I was slidin' in the Lamb' with the powerglide Slime green paint, peanut butter inside She wanna fuck, speak up, comin' out her clothes (Clothes) I'm in wonderland when she comin' down the pole And I don't care if she take all of mine Like it ain't shit but a dollar sign Diamonds unthawed, comin' in froze (Froze) Got too many girls to let one of them go (Oh) When I make a purchase, I can't wait to show-ow-boat (Oh) If she bad, I put a pinky ring on, snow globe I'ma have that pussy on lock like po-po (Yeah) She was goin' up and down like yo-yo (Down) You can say I'm greedy 'cause I always want more (More) I don't fuck with holmes 'cause they with some slow-pokes (Lame) Ooh, money on monsoon (Ooh), baby girl, full moon (Ahh) Give these niggas with some money some room She don't stop, batteries not included (Go) Oh, big ballin' like Mutombo ('Tombo), yeah Much cooler than the cool kids, woah Can you believe every night we do this? (Do this), yeah What's in ya' mug? Toasted up, nah, I ain't hostin' Kush all in my lap because these hoes don't wanna roll it I was slidin' in the Lamb' with the powerglide Slime green paint, peanut butter inside She wanna fuck, speak up, comin' out her clothes (Clothes) I'm in wonderland when she comin' down the pole And I don't care if she take all of mine Like it ain't shit but a dollar sign Hold up, I'ma go and spend them hundreds up (Hol' up) I don't care if she had a man or some' (Man?) Pedicure gang, get your fingernails dipped With no shame, flips that ass like heads or tails (Tails) And she finer than a motherlover (Lover) Can I hit that ass like a bullseye? (Hit) She gon' suck like a bloodsucker (Woo) My feet higher than a motherfucker Oh, I hear you like fast cash (Fast cash) Baby, you know I got the hots for you (I've got the hots) I've been workin', so I cashin' She said, ""I only wanna dance for you"" (Dance) We have no mercy for you, no (No) Me and my niggas closer than in-laws (Than in-laws) Fuck an interview, she know the answer (Answer) Prototype cars, not a Jaguar (Skrrt) What's in ya' mug? Toasted up, nah, I ain't hostin' Kush all in my lap because these hoes don't wanna roll it I was slidin' in the Lamb' with the powerglide Slime green paint, peanut butter inside She wanna fuck, speak up, comin' out her clothes (Clothes) I'm in wonderland when she comin' down the pole And I don't care if she take all of mine (Yeah, ayy) Like it ain't shit but a dollar sign (Yeah, ayy, ayy, ayy) Duck sauce on my feet, ho, pass around the pre-rolls Rollie on my chain, Flavor Flav with the steez, ho Kush residue on my jeans, I blow hella dope And them classic Reeboks, whiter than snow And a nigga be dressin', walkin' 'round, Gucci steppin' Unintentional flexin', tryna send out a message Money walk with the extra, shake that ass wit' ya bestie Seein' stars in the rental, got your broad in the rental? 20K in A.O.D. and it's just me and my kinfolk Tryna send a girl to college, I ain't coppin' no free show Say her birthday late July, yeah, that means she a Leo Might just leave with me tonight, but that don't mean she a freak ho Fuck with dancers and models, shout out them girls who get dollars Shawty came from the bottom, yeah, shout out Keisha Bottoms Couple cases of Rosé, came out to me with the sparklers I pour up for all the girls, but I'ma drink out the bottles (Skrrt) What's in ya' mug? Toasted up, nah, I ain't hostin' Kush all in my lap because these hoes don't wanna roll it I was slidin' in the Lamb' with the powerglide Slime green paint, peanut butter inside She wanna fuck, speak up (Yeah), comin' out her clothes (Uh, clothes) I'm in wonderland when she comin' down the pole (Yeah) And I don't care if she take all of mine (I got you, Swae) Like it ain't shit but a dollar sign (Juicy J) She got that million dollar pussy, but I get it for the free She like to do a lot of snow, I told that bitch to come and ski Shawty bad, she can get it, she can swallow, she can spit it Bring her friend, if she with it, on the pole, y'all can split it In the Bent' or the Lamb' (Or the Lamb') Got your bitch suckin' dick on the 'Gram (On the 'Gram) V12 helped me get up out the jam (out the jam), trunk full of slam R.I.P. Lil Peep, I gotta slow down on them Xans (Hey) Just had a ménage (Hey), back seat of my Benz (Hey) Put that shit on camera (Hey), she squirted on the lens (Hey) Then she told me put it on her chinny chin-chin (Hey) Pocket full of nothin' but them Benjy Franklins In the game, posted up (Up), puttin' numbers up (Up) Bitch, run me that check first, I don't wanna fuck (Yeah) They say it's cuffin' season, baby, you ain't good enough (Nope) She want a real nigga, dawg, you ain't hood enough (Skrrt) What's in ya' mug? Toasted up (Yeah), nah, I ain't hostin' (Yeah) Kush all in my lap because these hoes don't wanna roll it (Yeah, yeah) I was slidin' in the Lamb' with the powerglide (Ayy) Slime green paint, peanut butter inside She wanna fuck, speak up, comin' out her clothes (Clothes) I'm in wonderland when she comin' down the pole And I don't care if she take all of mine Like it ain't shit but a dollar sign Ayy, ayy, ayy, ayy Ayy, ayy, ayy, ayy Ayy, ayy, ayy, ayy Ayy, ayy, ayy, ayy Ayy, ayy, ayy, ayy Ayy, ayy, ayy, ayy Ayy, ayy, ayy Ayy, ayy, yeah, yeah",1061
97,"('IDGAF', 'Dua Lipa')","You call me all friendly Tellin' me how much you miss me That's funny, I guess you've heard my songs Well, I'm too busy for your business Go find a girl who wants to listen 'Cause if you think I was born yesterday, you have got me wrong So I cut you off I don't need your love 'Cause I already cried enough I've been done I've been movin' on since we said goodbye I cut you off I don't need your love So you can try all you want Your time is up, I'll tell you why You say you're sorry, but it's too late now So save it, get gone, shut up 'Cause if you think I care about you now Well, boy, I don't give a fuck I remember that weekend When my best friend caught you creepin' You blamed it all on the alcohol So, I made my decision 'Cause you made your bed, sleep in it Play the victim and switch your position I'm through, I'm done So I cut you off I don't need your love 'Cause I already cried enough I've been done I've been movin' on since we said goodbye I cut you off I don't need your love So you can try all you want Your time is up, I'll tell you why You say you're sorry, but it's too late now So save it, get gone, shut up 'Cause if you think I care about you now Well, boy, I don't give a fuck I see you tryna get to me I see you beggin' on your knees Boy, I don't give a fuck So stop tryna get to me Tch, get up off your knees 'Cause, boy, I don't give a fuck About you No, I don't give a damn You keep reminiscin' on when you were my man But I'm over you Now you're all in the past You talk all that sweet talk, but I ain't comin' back Cut you off I don't need your love So you can try all you want Your time is up, I'll tell you why I'll tell you why You say you're sorry, but it's too late now So save it, get gone, shut up (Too late now) 'Cause if you think I care about you now Well, boy, I don't give a fuck (Boy, I don't give a) I see you tryna get to me I see you beggin' on your knees Boy, I don't give a fuck So stop tryna get to me (get to me) Tch, get up off your knees 'Cause, boy, I don't give a fuck",440
98,"('Mi Gente', 'J Balvin & Willy William Featuring Beyonce')","Si el ritmo te lleva a mover la cabeza Ya empezamos como es Mi música no discrimina a nadie Así que vamos a romper Toda mi gente se mueve Mira el ritmo cómo los tiene Hago música que entretiene El mundo nos quiere, nos quiere Me quiere a mí Toda mi gente se mueve Mira el ritmo cómo los tiene Hago música que entretiene Mi música los tiene fuerte bailando Y se baila así Tamo' rompiendo la discoteca La fiesta no para, apenas comienza C'est comme-ci, c'est comme ça Ma chèrie, la-la-la-la-la Francia, Colombia Me gusta (Freeze) J Balvin, Willy William Le gusta (Freeze) Los DJ's no mienten, le gusta a mi gente Y eso se fue mundial (Freeze) No le bajamos, más nunca paramos Es otro palo y ¡blam! ¿Y dónde está mi gente? Mais fais bouger la tête ¿Y dónde está mi gente? Say yeah, yeah, yeah Un, dos, tres, ¡leggo! (Ay, di que sí) Esquina a esquina, de ahí no' vamo' El mundo es grande, pero lo tengo en mi' manos Estoy muy duro, sí, ok, ahí vamos Y con el tiempo nos seguimos elevando Que seguimos rompiendo aquí Esta fiesta no tiene fin Botellas para arriba, sí Los tengo bailando, rompiendo y yo sigo aquí Que seguimos rompiendo aquí Esta fiesta no tiene fin Botellas para arriba, sí Los tengo bailando, rompiendo ¿Y dónde está mi gente? Mais fais bouger la tête ¿Y dónde está mi gente? Say yeah, yeah, yeah Un, dos, tres, ¡leggo! (Ay di que sí) Willy William J Balvin, man",258
99,"('Believer', 'Imagine Dragons')","First things first I'ma say all the words inside my head I'm fired up and tired of The way that things have been, oh-ooh The way that things have been, oh-ooh Second things second Don't you tell me what you think that I could be I'm the one at the sail I'm the master of my sea, oh-ooh The master of my sea, oh-ooh I was broken from a young age Taking my sulkin' to the masses Writing my poems for the few That look at me, took to me, shook at me, feelin' me Singing from heartache from the pain Taking my message from the veins Speaking my lesson from the brain Seeing the beauty through the... Pain! You made me a, you made me a Believer, believer Pain! You break me down, you build me up Believer, believer Pain! Oh, let the bullets fly, oh, let them rain My life, my love, my drive, it came from… Pain! You made me a, you made me a Believer, believer Third things third Send a prayer to the ones up above All the hate that you've heard Has turned your spirit to a dove, oh-ooh Your spirit up above, oh-ooh I was chokin' in the crowd Building my rain up in the cloud Falling like ashes to the ground Hoping my feelings, they would drown But they never did, ever lived, ebbin' and flowin' Inhibited, limited 'til it broke open and rained down It rained down, like… Pain! You made me a, you made me a Believer, believer Pain! You break me down, you build me up Believer, believer Pain! Oh, let the bullets fly, oh, let them rain My life, my love, my drive, it came from… Pain! You made me a, you made me a Believer, believer Last things last By the grace of the fire and the flames You're the face of the future The blood in my veins, oh-ooh The blood in my veins, oh-ooh But they never did, ever lived, ebbin' and flowin' Inhibited, limited 'til it broke open and rained down It rained down, like… Pain! You made me a, you made me a Believer, believer Pain! You break me down, you build me up Believer, believer Pain! Oh, let the bullets fly, oh, let them rain My life, my love, my drive, it came from… Pain! You made me a, you made me a Believer, believer",403
0,"('Old Town Road', 'Lil Nas X Featuring Billy Ray Cyrus')","Yeah, I'm gonna take my horse to the old town road I'm gonna ride 'til I can't no more I'm gonna take my horse to the old town road I'm gonna ride 'til I can't no more (Kio, Kio) I got the horses in the back Horse tack is attached Hat is matte black Got the boots that's black to match Ridin' on a horse, ha You can whip your Porsche I been in the valley You ain't been up off that porch, now Can't nobody tell me nothin' You can't tell me nothin' Can't nobody tell me nothin' You can't tell me nothin' Ridin' on a tractor Lean all in my bladder Cheated on my baby You can go and ask her My life is a movie Bull ridin' and boobies Cowboy hat from Gucci Wrangler on my booty Can't nobody tell me nothin' You can't tell me nothin' Can't nobody tell me nothin' You can't tell me nothin' Yeah, I'm gonna take my horse to the old town road I'm gonna ride 'til I can't no more I'm gonna take my horse to the old town road I'm gonna ride 'til I can't no more I got the hor-See Lil Nas X LiveGet tickets as low as $",210
